date,consumo,temperature_2m,relative_humidity_2m,precipitation,rain,weather_code,surface_pressure,wind_speed_10m
2022-09-23 11:00:00+01:00,415.21000000000004,24.2825,68.13969,0.0,0.0,3.0,1008.59784,20.570463
2022-09-23 12:00:00+01:00,449.87,25.932499,59.657658,0.0,0.0,3.0,1008.64496,20.771093
2022-09-23 13:00:00+01:00,451.46,27.832499,49.917774,0.0,0.0,3.0,1007.50885,27.231804
2022-09-23 14:00:00+01:00,442.65000000000003,28.832499,45.18434,0.0,0.0,3.0,1007.14026,24.675106
2022-09-23 15:00:00+01:00,442.89,29.4825,42.964397,0.0,0.0,3.0,1006.3649,26.903828
2022-09-23 16:00:00+01:00,473.78,29.4825,43.240326,0.0,0.0,3.0,1005.7699,28.185953
2022-09-23 17:00:00+01:00,493.08,28.8825,45.342525,0.0,0.0,3.0,1005.5548,28.99062
2022-09-23 18:00:00+01:00,536.15,27.582499,50.97556,0.0,0.0,3.0,1005.6177,30.75209
2022-09-23 19:00:00+01:00,502.34000000000003,26.182499,56.413467,0.0,0.0,3.0,1005.6774,30.432245
2022-09-23 20:00:00+01:00,616.99,24.832499,61.51216,0.0,0.0,3.0,1005.93646,28.357855
2022-09-23 21:00:00+01:00,612.66,23.682499,67.37914,0.0,0.0,3.0,1006.20074,28.533264
2022-09-23 22:00:00+01:00,579.25,22.9825,71.40604,0.0,0.0,3.0,1007.07294,25.992397
2022-09-23 23:00:00+01:00,525.09,22.3825,76.662125,0.0,0.0,3.0,1007.6504,23.773632
2022-09-24 00:00:00+01:00,428.73,21.8825,81.55019,0.0,0.0,3.0,1007.63586,20.172853
2022-09-24 01:00:00+01:00,264.89,21.432499,83.824936,0.0,0.0,3.0,1007.42426,19.022177
2022-09-24 02:00:00+01:00,243.73,21.182499,85.92181,0.0,0.0,3.0,1007.417,18.720001
2022-09-24 03:00:00+01:00,261.8,20.832499,88.89304,0.0,0.0,3.0,1007.10944,17.462782
2022-09-24 04:00:00+01:00,382.25,20.7325,90.00161,0.0,0.0,3.0,1006.7098,17.811815
2022-09-24 05:00:00+01:00,395.29,20.932499,88.62415,0.0,0.0,3.0,1006.51746,19.201874
2022-09-24 06:00:00+01:00,376.95,20.932499,89.17859,0.0,0.0,3.0,1006.4183,20.418695
2022-09-24 07:00:00+01:00,361.3,20.932499,89.17859,0.0,0.0,3.0,1006.914,18.35647
2022-09-24 08:00:00+01:00,271.76,20.9825,88.90496,0.0,0.0,3.0,1007.51044,17.309973
2022-09-24 09:00:00+01:00,349.4,21.432499,85.678795,0.0,0.0,3.0,1007.52344,20.883102
2022-09-24 10:00:00+01:00,394.44,21.8825,82.8349,0.1,0.1,51.0,1008.8257,15.7908325
2022-09-24 11:00:00+01:00,399.53999999999996,22.2325,80.833565,0.2,0.2,51.0,1009.0341,15.484185
2022-09-24 12:00:00+01:00,411.65,22.9825,76.75474,0.0,0.0,3.0,1008.3619,17.339897
2022-09-24 13:00:00+01:00,351.56,23.932499,74.77805,0.1,0.1,51.0,1007.3979,22.104116
2022-09-24 14:00:00+01:00,411.02,24.332499,71.205055,0.0,0.0,3.0,1007.0129,20.00512
2022-09-24 15:00:00+01:00,309.72,25.9825,60.426365,0.0,0.0,3.0,1006.7626,20.808498
2022-09-24 16:00:00+01:00,409.7,26.6325,55.9895,0.0,0.0,3.0,1006.3843,25.7041
2022-09-24 17:00:00+01:00,418.94,25.932499,59.84618,0.0,0.0,3.0,1005.96765,29.088802
2022-09-24 18:00:00+01:00,442.99,25.432499,61.06682,0.0,0.0,3.0,1005.656,30.10685
2022-09-24 19:00:00+01:00,476.87,24.8825,62.110607,0.0,0.0,3.0,1005.8389,27.757376
2022-09-24 20:00:00+01:00,508.2,23.9825,67.65258,0.0,0.0,3.0,1005.6147,27.0024
2022-09-24 21:00:00+01:00,509.64,23.3825,71.2545,0.0,0.0,3.0,1006.0931,23.557316
2022-09-24 22:00:00+01:00,458.03,23.0325,70.96603,0.0,0.0,3.0,1006.57874,21.897945
2022-09-24 23:00:00+01:00,432.77,22.682499,70.231,0.1,0.1,51.0,1006.3703,19.734436
2022-09-25 00:00:00+01:00,399.09999999999997,22.5325,64.20651,0.1,0.1,51.0,1006.2668,20.380579
2022-09-25 01:00:00+01:00,383.39,21.8825,81.55019,0.0,0.0,3.0,1005.1572,27.155552
2022-09-25 02:00:00+01:00,374.43,21.6325,81.26335,0.0,0.0,3.0,1004.5551,20.767975
2022-09-25 03:00:00+01:00,370.18,21.4825,74.84439,0.6,0.6,53.0,1004.1541,19.64228
2022-09-25 04:00:00+01:00,365.87,21.2825,70.414314,0.0,0.0,3.0,1003.65265,18.335276
